SWMM5 LID Report File

Project:  
LID Unit: SWALE in Subcatchment SWALE

                    	  Elapsed	    Total	    Total	  Surface	 Pavement	     Soil	  Storage	  Surface	    Drain	  Surface	 Pavement	     Soil	  Storage
                    	     Time	   Inflow	     Evap	    Infil	     Perc	     Perc	    Exfil	   Runoff	  OutFlow	    Level	    Level	 Moisture	    Level
Date        Time    	    Hours	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	   inches	   inches	  Content	   inches
----------- --------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------
 04/07/2016 12:35:00	   12.583	    0.386	   0.0038	    0.423	    0.000	    0.000	    0.381	   0.005	    0.000	    0.003	    0.000	    0.000	    0.000
 04/07/2016 12:40:00	   12.667	    0.383	   0.0038	    0.418	    0.000	    0.000	    0.376	   0.004	    0.000	    0.003	    0.000	    0.000	    0.000
 04/07/2016 12:45:00	   12.750	    0.382	   0.0038	    0.415	    0.000	    0.000	    0.373	   0.004	    0.000	    0.003	    0.000	    0.000	    0.000
 04/07/2016 12:50:00	   12.833	    0.382	   0.0038	    0.415	    0.000	    0.000	    0.374	   0.004	    0.000	    0.003	    0.000	    0.000	    0.000
 04/07/2016 12:55:00	   12.917	    0.382	   0.0038	    0.416	    0.000	    0.000	    0.375	   0.004	    0.000	    0.003	    0.000	    0.000	    0.000
 04/07/2016 13:00:00	   13.000	    0.382	   0.0038	    0.416	    0.000	    0.000	    0.375	   0.004	    0.000	    0.003	    0.000	    0.000	    0.000
 04/07/2016 13:05:00	   13.083	    0.352	   0.0038	    0.385	    0.000	    0.000	    0.347	   0.004	    0.000	    0.003	    0.000	    0.000	    0.000
 04/07/2016 13:10:00	   13.167	    0.348	   0.0038	    0.380	    0.000	    0.000	    0.342	   0.004	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 13:15:00	   13.250	    0.347	   0.0038	    0.377	    0.000	    0.000	    0.339	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 13:20:00	   13.333	    0.347	   0.0038	    0.377	    0.000	    0.000	    0.339	   0.003	    0.000	    0.003	    0.000	    0.000	    0.000
 04/07/2016 13:25:00	   13.417	    0.347	   0.0038	    0.378	    0.000	    0.000	    0.340	   0.003	    0.000	    0.003	    0.000	    0.000	    0.000
 04/07/2016 13:30:00	   13.500	    0.347	   0.0038	    0.378	    0.000	    0.000	    0.340	   0.004	    0.000	    0.003	    0.000	    0.000	    0.000
 04/07/2016 13:35:00	   13.583	    0.317	   0.0038	    0.348	    0.000	    0.000	    0.313	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 13:40:00	   13.667	    0.314	   0.0038	    0.342	    0.000	    0.000	    0.308	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 13:45:00	   13.750	    0.312	   0.0038	    0.339	    0.000	    0.000	    0.305	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 13:50:00	   13.833	    0.312	   0.0038	    0.338	    0.000	    0.000	    0.305	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 13:55:00	   13.917	    0.312	   0.0038	    0.340	    0.000	    0.000	    0.306	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:00:00	   14.000	    0.312	   0.0038	    0.340	    0.000	    0.000	    0.306	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:05:00	   14.083	    0.297	   0.0038	    0.324	    0.000	    0.000	    0.292	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:10:00	   14.167	    0.295	   0.0038	    0.321	    0.000	    0.000	    0.289	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:15:00	   14.250	    0.295	   0.0038	    0.320	    0.000	    0.000	    0.288	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:20:00	   14.333	    0.294	   0.0038	    0.320	    0.000	    0.000	    0.288	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:25:00	   14.417	    0.294	   0.0038	    0.320	    0.000	    0.000	    0.288	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:30:00	   14.500	    0.294	   0.0038	    0.320	    0.000	    0.000	    0.288	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:35:00	   14.583	    0.280	   0.0038	    0.305	    0.000	    0.000	    0.275	   0.003	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:40:00	   14.667	    0.278	   0.0038	    0.303	    0.000	    0.000	    0.272	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:45:00	   14.750	    0.277	   0.0038	    0.301	    0.000	    0.000	    0.271	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:50:00	   14.833	    0.277	   0.0038	    0.301	    0.000	    0.000	    0.271	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 14:55:00	   14.917	    0.277	   0.0038	    0.301	    0.000	    0.000	    0.271	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:00:00	   15.000	    0.277	   0.0038	    0.301	    0.000	    0.000	    0.271	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:05:00	   15.083	    0.277	   0.0038	    0.301	    0.000	    0.000	    0.271	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:10:00	   15.167	    0.277	   0.0038	    0.301	    0.000	    0.000	    0.271	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:15:00	   15.250	    0.277	   0.0038	    0.301	    0.000	    0.000	    0.271	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:20:00	   15.333	    0.277	   0.0038	    0.301	    0.000	    0.000	    0.271	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:25:00	   15.417	    0.277	   0.0038	    0.301	    0.000	    0.000	    0.271	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:30:00	   15.500	    0.277	   0.0038	    0.301	    0.000	    0.000	    0.271	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:35:00	   15.583	    0.262	   0.0038	    0.286	    0.000	    0.000	    0.258	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:40:00	   15.667	    0.260	   0.0038	    0.284	    0.000	    0.000	    0.255	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:45:00	   15.750	    0.260	   0.0038	    0.282	    0.000	    0.000	    0.254	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:50:00	   15.833	    0.260	   0.0038	    0.281	    0.000	    0.000	    0.253	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 15:55:00	   15.917	    0.259	   0.0038	    0.282	    0.000	    0.000	    0.254	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:00:00	   16.000	    0.259	   0.0038	    0.282	    0.000	    0.000	    0.254	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:05:00	   16.083	    0.245	   0.0038	    0.267	    0.000	    0.000	    0.241	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:10:00	   16.167	    0.243	   0.0038	    0.264	    0.000	    0.000	    0.238	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:15:00	   16.250	    0.242	   0.0038	    0.262	    0.000	    0.000	    0.236	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:20:00	   16.333	    0.242	   0.0038	    0.262	    0.000	    0.000	    0.236	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:25:00	   16.417	    0.242	   0.0038	    0.263	    0.000	    0.000	    0.237	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:30:00	   16.500	    0.242	   0.0038	    0.263	    0.000	    0.000	    0.237	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:35:00	   16.583	    0.227	   0.0038	    0.248	    0.000	    0.000	    0.223	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:40:00	   16.667	    0.226	   0.0038	    0.245	    0.000	    0.000	    0.221	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:45:00	   16.750	    0.225	   0.0038	    0.243	    0.000	    0.000	    0.219	   0.001	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:50:00	   16.833	    0.225	   0.0038	    0.243	    0.000	    0.000	    0.219	   0.001	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 16:55:00	   16.917	    0.224	   0.0038	    0.244	    0.000	    0.000	    0.219	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 17:00:00	   17.000	    0.224	   0.0038	    0.244	    0.000	    0.000	    0.219	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 17:05:00	   17.083	    0.224	   0.0038	    0.244	    0.000	    0.000	    0.219	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 17:10:00	   17.167	    0.224	   0.0038	    0.243	    0.000	    0.000	    0.219	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 17:15:00	   17.250	    0.224	   0.0038	    0.243	    0.000	    0.000	    0.219	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 17:20:00	   17.333	    0.224	   0.0038	    0.243	    0.000	    0.000	    0.219	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 17:25:00	   17.417	    0.224	   0.0038	    0.244	    0.000	    0.000	    0.219	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 17:30:00	   17.500	    0.224	   0.0038	    0.243	    0.000	    0.000	    0.219	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 17:35:00	   17.583	    0.210	   0.0038	    0.229	    0.000	    0.000	    0.206	   0.002	    0.000	    0.002	    0.000	    0.000	    0.000
 04/07/2016 17:40:00	   17.667	    0.208	   0.0038	    0.226	    0.000	    0.000	    0.204	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 17:45:00	   17.750	    0.207	   0.0038	    0.224	    0.000	    0.000	    0.202	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 17:50:00	   17.833	    0.207	   0.0038	    0.224	    0.000	    0.000	    0.201	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 17:55:00	   17.917	    0.207	   0.0038	    0.224	    0.000	    0.000	    0.202	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:00:00	   18.000	    0.207	   0.0038	    0.225	    0.000	    0.000	    0.202	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:05:00	   18.083	    0.192	   0.0038	    0.210	    0.000	    0.000	    0.189	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:10:00	   18.167	    0.191	   0.0038	    0.207	    0.000	    0.000	    0.186	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:15:00	   18.250	    0.190	   0.0038	    0.205	    0.000	    0.000	    0.185	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:20:00	   18.333	    0.190	   0.0038	    0.205	    0.000	    0.000	    0.184	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:25:00	   18.417	    0.189	   0.0038	    0.205	    0.000	    0.000	    0.185	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:30:00	   18.500	    0.189	   0.0038	    0.205	    0.000	    0.000	    0.185	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:35:00	   18.583	    0.204	   0.0038	    0.220	    0.000	    0.000	    0.198	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:40:00	   18.667	    0.206	   0.0038	    0.222	    0.000	    0.000	    0.200	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:45:00	   18.750	    0.206	   0.0038	    0.224	    0.000	    0.000	    0.202	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:50:00	   18.833	    0.207	   0.0038	    0.225	    0.000	    0.000	    0.202	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 18:55:00	   18.917	    0.207	   0.0038	    0.224	    0.000	    0.000	    0.202	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:00:00	   19.000	    0.207	   0.0038	    0.224	    0.000	    0.000	    0.202	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:05:00	   19.083	    0.192	   0.0038	    0.210	    0.000	    0.000	    0.189	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:10:00	   19.167	    0.191	   0.0038	    0.207	    0.000	    0.000	    0.187	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:15:00	   19.250	    0.190	   0.0038	    0.205	    0.000	    0.000	    0.185	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:20:00	   19.333	    0.190	   0.0038	    0.205	    0.000	    0.000	    0.184	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:25:00	   19.417	    0.189	   0.0038	    0.205	    0.000	    0.000	    0.185	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:30:00	   19.500	    0.189	   0.0038	    0.205	    0.000	    0.000	    0.185	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:35:00	   19.583	    0.175	   0.0038	    0.191	    0.000	    0.000	    0.172	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:40:00	   19.667	    0.173	   0.0038	    0.188	    0.000	    0.000	    0.169	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:45:00	   19.750	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:50:00	   19.833	    0.172	   0.0038	    0.185	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 19:55:00	   19.917	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:00:00	   20.000	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.168	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:05:00	   20.083	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:10:00	   20.167	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:15:00	   20.250	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:20:00	   20.333	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:25:00	   20.417	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:30:00	   20.500	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:35:00	   20.583	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:40:00	   20.667	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:45:00	   20.750	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:50:00	   20.833	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 20:55:00	   20.917	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:00:00	   21.000	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:05:00	   21.083	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:10:00	   21.167	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:15:00	   21.250	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:20:00	   21.333	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:25:00	   21.417	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:30:00	   21.500	    0.172	   0.0038	    0.186	    0.000	    0.000	    0.167	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:35:00	   21.583	    0.158	   0.0038	    0.172	    0.000	    0.000	    0.154	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:40:00	   21.667	    0.156	   0.0038	    0.169	    0.000	    0.000	    0.152	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:45:00	   21.750	    0.155	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:50:00	   21.833	    0.155	   0.0038	    0.166	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 21:55:00	   21.917	    0.155	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:00:00	   22.000	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:05:00	   22.083	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:10:00	   22.167	    0.154	   0.0038	    0.166	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:15:00	   22.250	    0.154	   0.0038	    0.166	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:20:00	   22.333	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:25:00	   22.417	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:30:00	   22.500	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:35:00	   22.583	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:40:00	   22.667	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:45:00	   22.750	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:50:00	   22.833	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 22:55:00	   22.917	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 23:00:00	   23.000	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 23:05:00	   23.083	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 23:10:00	   23.167	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 23:15:00	   23.250	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 23:20:00	   23.333	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 23:25:00	   23.417	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 23:30:00	   23.500	    0.154	   0.0038	    0.167	    0.000	    0.000	    0.150	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 23:35:00	   23.583	    0.140	   0.0038	    0.152	    0.000	    0.000	    0.137	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 23:40:00	   23.667	    0.138	   0.0038	    0.150	    0.000	    0.000	    0.135	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 23:45:00	   23.750	    0.138	   0.0038	    0.148	    0.000	    0.000	    0.133	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
 04/07/2016 23:49:59	   23.833	    0.137	   0.0038	    0.147	    0.000	    0.000	    0.132	   0.001	    0.000	    0.001	    0.000	    0.000	    0.000
