SWMM5 LID Report File

Project:   Example 5 
LID Unit: BC in Subcatchment wBC

                    	  Elapsed	    Total	    Total	  Surface	 Pavement	     Soil	  Storage	  Surface	    Drain	  Surface	 Pavement	     Soil	  Storage
                    	     Time	   Inflow	     Evap	    Infil	     Perc	     Perc	    Exfil	   Runoff	  OutFlow	    Level	    Level	 Moisture	    Level
Date        Time    	    Hours	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	    in/hr	   inches	   inches	  Content	   inches
----------- --------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------	 ---------
 09/14/2014 20:45:00	   44.750	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.498	    0.000	    0.500	    0.000
 09/14/2014 21:00:00	   45.000	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.463	    0.000	    0.500	    0.000
 09/14/2014 21:15:00	   45.250	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.429	    0.000	    0.500	    0.000
 09/14/2014 21:30:00	   45.500	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.394	    0.000	    0.500	    0.000
 09/14/2014 21:45:00	   45.750	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.359	    0.000	    0.500	    0.000
 09/14/2014 22:00:00	   46.000	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.324	    0.000	    0.500	    0.000
 09/14/2014 22:15:00	   46.250	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.290	    0.000	    0.500	    0.000
 09/14/2014 22:30:00	   46.500	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.255	    0.000	    0.500	    0.000
 09/14/2014 22:45:00	   46.750	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.220	    0.000	    0.500	    0.000
 09/14/2014 23:00:00	   47.000	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.186	    0.000	    0.500	    0.000
 09/14/2014 23:15:00	   47.250	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.151	    0.000	    0.500	    0.000
 09/14/2014 23:30:00	   47.500	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.116	    0.000	    0.500	    0.000
 09/14/2014 23:45:00	   47.750	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.081	    0.000	    0.500	    0.000
 09/15/2014 00:00:00	   48.000	    0.000	   0.0042	    0.100	    0.000	    0.100	    0.100	   0.000	    0.000	    4.047	    0.000	    0.500	    0.000
